"subjID"	"choice"	"outcome"
16	1	1
16	1	1
16	1	1
16	1	1
16	1	1
16	1	1
16	1	-1
16	2	-1
16	2	1
16	1	-1
16	2	1
16	1	-1
16	1	-1
16	2	1
16	1	-1
16	2	-1
16	2	1
16	1	-1
16	2	-1
16	2	-1
16	2	1
16	1	-1
16	2	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	2	-1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	2	-1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	1
17	1	1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
17	1	-1
18	2	1
18	2	-1
18	2	-1
18	2	-1
18	2	1
18	2	-1
18	2	-1
18	2	-1
18	2	-1
18	2	-1
18	2	1
18	2	-1
18	2	-1
18	2	-1
18	2	-1
18	1	-1
18	1	-1
18	2	1
18	1	-1
18	1	-1
18	1	-1
18	2	1
18	2	1
18	2	-1
18	2	-1
18	2	1
18	2	1
18	1	1
18	1	-1
18	2	1
18	1	-1
18	1	1
18	1	-1
18	1	1
18	1	1
18	2	-1
18	1	1
18	1	1
18	1	1
18	1	1
18	1	-1
18	1	1
18	1	1
18	1	1
18	1	1
18	1	-1
18	1	-1
18	1	1
18	1	1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	1
18	1	-1
18	1	-1
18	2	-1
18	2	-1
18	2	1
18	2	-1
18	2	-1
18	2	-1
18	2	-1
18	2	-1
18	2	-1
18	2	1
18	1	1
18	2	1
18	2	-1
18	1	1
18	1	1
18	1	1
18	1	-1
18	2	1
18	1	-1
18	2	1
18	2	1
18	2	1
18	2	1
18	2	1
18	2	1
18	2	1
18	1	-1
18	2	1
18	2	-1
18	2	-1
18	2	-1
18	1	-1
18	2	-1
18	2	-1
18	1	1
18	1	1
18	2	1
18	2	1
18	1	1
18	2	-1
18	2	-1
18	2	-1
18	2	-1
18	1	1
18	1	1
18	1	1
18	1	-1
18	1	-1
18	1	-1
18	1	1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	1
18	1	-1
18	1	1
18	1	1
18	1	1
18	1	1
18	1	-1
18	1	1
18	1	1
18	1	-1
18	1	1
18	1	1
18	1	1
18	1	1
18	1	-1
18	1	1
18	1	1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	1
18	1	-1
18	1	-1
18	1	1
18	1	-1
18	1	-1
18	1	-1
18	1	1
18	1	-1
18	2	-1
18	2	-1
18	2	1
18	2	-1
18	2	1
18	2	-1
18	2	-1
18	2	-1
18	2	-1
18	2	-1
18	2	-1
18	2	1
18	2	-1
18	2	-1
18	2	-1
18	2	1
18	2	1
18	2	1
18	2	1
18	2	1
18	2	-1
18	2	-1
18	2	1
18	2	1
18	2	1
18	2	1
18	2	-1
18	2	1
18	2	1
18	2	1
18	1	1
18	1	1
18	1	1
18	1	1
18	1	-1
18	2	-1
18	1	1
18	1	1
18	1	-1
18	1	1
18	1	1
18	1	1
18	1	1
18	1	1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	1
18	1	1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	-1
18	1	1
19	1	-1
19	1	1
19	2	-1
19	1	1
19	1	-1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	-1
19	1	1
19	1	-1
19	1	-1
19	1	-1
19	1	-1
19	1	1
19	1	1
19	1	-1
19	1	-1
19	1	-1
19	1	-1
19	1	-1
19	1	-1
19	1	-1
19	1	1
19	1	-1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	-1
19	1	1
19	1	1
19	1	-1
19	1	1
19	1	-1
19	1	-1
19	1	-1
19	1	-1
19	1	1
19	1	-1
19	1	-1
19	1	-1
19	1	1
19	1	-1
19	1	-1
19	1	-1
19	1	1
19	1	-1
19	1	-1
19	1	-1
19	1	-1
19	1	1
19	1	1
19	1	-1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	-1
19	1	1
19	1	-1
19	1	-1
19	1	-1
19	1	-1
19	1	1
19	1	1
19	1	-1
19	1	-1
19	1	-1
19	1	-1
19	1	-1
19	1	1
19	1	-1
19	1	-1
19	1	-1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	-1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	-1
19	1	1
19	1	1
19	1	-1
19	1	-1
19	2	-1
19	2	-1
19	1	-1
19	1	-1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	-1
19	1	-1
19	2	1
19	2	1
19	2	1
19	2	1
19	1	1
19	1	-1
19	2	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	-1
19	2	-1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	-1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	-1
19	1	1
19	1	-1
19	1	-1
19	2	-1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	-1
19	2	-1
19	1	1
19	1	1
19	1	1
19	1	-1
19	2	-1
19	1	-1
19	2	-1
19	1	-1
19	2	1
19	2	1
19	2	1
19	2	1
19	1	-1
19	2	1
19	1	-1
19	2	-1
19	1	1
19	1	-1
19	2	1
19	2	1
19	2	1
19	2	-1
19	1	1
19	1	1
19	1	1
19	1	-1
19	2	-1
19	1	-1
19	2	-1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	-1
19	1	1
19	1	1
19	1	-1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	-1
19	2	-1
19	1	-1
19	1	-1
19	2	1
19	2	1
19	2	1
19	1	-1
19	2	-1
19	1	1
19	1	-1
19	2	-1
19	1	-1
19	2	-1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	-1
19	2	1
19	2	-1
19	1	1
19	1	-1
19	1	-1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	-1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	1
19	1	-1
19	2	1
19	2	-1
19	1	1
19	1	-1
19	2	-1
19	1	1
19	1	1
19	1	1
19	1	-1
19	2	1
19	2	-1
19	1	-1
19	1	-1
19	2	1
19	2	1
19	2	1
19	2	1
19	2	-1
19	1	-1
19	2	-1
19	1	-1
19	2	1
19	2	1
20	1	1
20	1	1
20	1	1
20	1	-1
20	1	-1
20	1	-1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	-1
20	1	1
20	1	1
20	1	-1
20	1	1
20	1	-1
20	1	-1
20	1	1
20	1	-1
20	1	-1
20	1	-1
20	2	1
20	1	-1
20	2	-1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	-1
20	2	1
20	1	1
20	1	-1
20	2	1
20	1	-1
20	2	1
20	2	-1
20	1	-1
20	2	1
20	2	1
20	2	-1
20	1	-1
20	1	-1
20	2	1
20	2	1
20	2	1
20	2	-1
20	2	-1
20	2	-1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	1
20	1	-1
20	2	1
20	2	-1
20	1	1
20	1	1
